duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),2743,3,1988,Male
8 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,5498,2,1973,Female
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,1864,2,1983,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,3391,1,1956,Male
3 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,4924,2,1982,Male
12 minutes,22,Howard St at Beale St,77,11th St at Natoma St,1299,3,1990,Male
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4982,2,1992,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4802,2,1963,Male
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1891,1,1964,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5267,3,1966,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,4949,1,1987,Male
8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,3637,2,1954,Male
5 minutes,16,Steuart St at Market St,37,2nd St at Folsom St,5409,3,1968,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4930,3,1984,Female
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,6235,1,1981,Male
6 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4943,2,1974,Female
5 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5142,2,1988,Male
2 minutes,81,Berry St at 4th St,364,China Basin St at 3rd St,1768,2,1981,Male
11 minutes,16,Steuart St at Market St,104,4th St at 16th St,4725,3,1980,Female
5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,4921,3,1987,Male
2 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),3455,2,1982,Male
10 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,1481,2,1995,Male
9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2103,3,1978,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,4357,2,1984,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1832,2,1988,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5560,1,1972,Female
6 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5233,2,1986,Male
2 minutes,81,Berry St at 4th St,364,China Basin St at 3rd St,1768,1,1981,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,3455,2,1988,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5227,1,1995,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,3637,2,1978,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),102,Irwin St at 8th St,5271,1,1989,Female
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),100,Bryant St at 15th St,4768,2,1988,Female
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4982,2,1984,Male
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),31,Raymond Kimbell Playground,5422,3,1950,Female
1 minutes,81,Berry St at 4th St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2634,2,1984,Male
9 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,4719,2,1987,Male
35 minutes,81,Berry St at 4th St,133,Valencia St at 22nd St,4737,1,1978,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5280,2,1974,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,3363,2,1987,Female
6 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,1612,2,1983,Male
9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4953,1,1982,Male
4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4923,2,1988,Male
13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),116,Mississippi St at 17th St,5142,2,1987,Male
11 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,3302,1,1968,Female
2 minutes,3,Powell St BART Station (Market St at 4th St),34,Father Alfred E Boeddeker Park,5050,1,1976,Male
25 minutes,81,Berry St at 4th St,323,Broadway at Kearny,500,3,1959,Male
1 minutes,81,Berry St at 4th St,80,Townsend St at 5th St,4343,2,1996,Male
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),115,Jackson Playground,5520,2,1989,Male
12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,5036,3,1994,Male
12 minutes,16,Steuart St at Market St,345,Hubbell St at 16th St,4745,1,1995,Female
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,4407,3,1992,Male
3 minutes,16,Steuart St at Market St,17,Embarcadero BART Station (Beale St at Market St),5392,3,1990,Female
16 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,1809,1,1980,Male
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),1666,2,1968,Male
15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),76,McCoppin St at Valencia St,1396,3,1979,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,2740,1,1993,Female
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,5145,1,1987,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,4937,2,1975,Male
856 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4936,1,1971,Female
1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2119,3,1993,Female
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5022,2,1995,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,5188,2,1999,Male
12 minutes,5,Powell St BART Station (Market St at 5th St),95,Sanchez St at 15th St,4372,2,1985,Male
11 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,306,3,1977,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,5134,2,1995,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,1916,2,1998,Male
7 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,4554,2,1983,Male
13 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,5518,2,1982,Female
13 minutes,5,Powell St BART Station (Market St at 5th St),223,16th St Mission BART Station 2,5426,1,1980,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,5230,1,1985,Male
11 minutes,81,Berry St at 4th St,321,5th St at Folsom,1649,2,1927,Male
20 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),5518,1,1986,Male
20 minutes,22,Howard St at Beale St,133,Valencia St at 22nd St,2571,3,1983,Male
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,4382,1,1994,Male
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),123,Folsom St at 19th St,4986,3,1987,Female
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,3113,3,1994,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5114,1,1995,Male
12 minutes,3,Powell St BART Station (Market St at 4th St),85,Church St at Duboce Ave,4654,3,1988,Male
3 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,5232,1,1979,Female
8 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,2100,2,1996,Male
13 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,4384,3,1989,Male
26 minutes,21,Montgomery St BART Station (Market St at 2nd St),141,Valencia St at Cesar Chavez St,4934,3,1981,Male
18 minutes,21,Montgomery St BART Station (Market St at 2nd St),107,17th St at Dolores St,5557,2,1991,Male
12 minutes,21,Montgomery St BART Station (Market St at 2nd St),107,17th St at Dolores St,5112,3,1970,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5182,2,1984,Male
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5550,2,1990,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,5012,3,1996,Male
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),368,Myrtle St at Polk St,5278,2,1990,Male
15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,4435,2,1987,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,5282,2,1990,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5084,2,1991,Female
11 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4654,3,1995,Male
15 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),1383,2,1988,Male
27 minutes,30,San Francisco Caltrain (Townsend St at 4th St),81,Berry St at 4th St,1514,3,1986,Male
13 minutes,16,Steuart St at Market St,369,Hyde St at Post St,4806,2,1988,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5299,1,1994,Male
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),85,Church St at Duboce Ave,4812,1,1990,Male
11 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5051,1,1988,Female
16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),2825,2,1988,Female
3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,3139,2,1988,Male
2 minutes,81,Berry St at 4th St,91,Berry St at King St,5573,3,1992,Male
27 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),365,Turk St at Fillmore St,3392,2,1986,Female
17 minutes,16,Steuart St at Market St,99,Folsom St at 15th St,4798,1,1991,Female
12 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5213,1,1990,Female
350 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),5354,1,1984,Male
349 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),5469,2,1984,Male
16 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,1914,1,1973,Female
15 minutes,5,Powell St BART Station (Market St at 5th St),122,19th St at Mission St,1122,3,1987,Female
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,2058,1,1990,Female
4 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5163,1,1987,Male
17 minutes,16,Steuart St at Market St,370,Jones St at Post St,1106,1,1961,Male
9 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,1667,3,1985,Male
3 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,4629,3,1981,Male
13 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,673,1,1987,Female
9 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,4725,3,1986,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,1620,2,1994,Male
14 minutes,5,Powell St BART Station (Market St at 5th St),134,Valencia St at 24th St,5028,3,1981,Female
7 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),119,2,1990,Male
12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,563,2,1987,Male
6 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),4654,2,1971,Male
3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,439,2,1984,Female
4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5338,3,1977,Male
19 minutes,21,Montgomery St BART Station (Market St at 2nd St),134,Valencia St at 24th St,179,2,1986,Male
6 minutes,16,Steuart St at Market St,323,Broadway at Kearny,4745,3,1976,Other
16 minutes,16,Steuart St at Market St,53,Grove St at Divisadero,5110,2,1990,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),91,Berry St at King St,5249,3,1993,Male
23 minutes,3,Powell St BART Station (Market St at 4th St),107,17th St at Dolores St,2882,2,1985,Male
21 minutes,21,Montgomery St BART Station (Market St at 2nd St),134,Valencia St at 24th St,5476,2,1986,Other
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5532,2,1986,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,5564,3,1982,Male
2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),364,China Basin St at 3rd St,4737,3,1981,Male
13 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,3474,2,1989,Male
12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,3370,1,1985,Male
17 minutes,81,Berry St at 4th St,369,Hyde St at Post St,4956,2,1991,Female
5 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,2464,2,1999,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),34,Father Alfred E Boeddeker Park,2138,3,1971,Male
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),74,Laguna St at Hayes St,4747,2,1980,Male
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,5009,3,1967,Female
10 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,5460,1,1990,Female
18 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,5132,3,1994,Male
21 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,5505,2,1999,Female
21 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,5133,1,1999,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),1118,1,1960,Male
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,4744,2,1993,Male
41 minutes,22,Howard St at Beale St,70,Central Ave at Fell St,4450,2,1986,Male
15 minutes,5,Powell St BART Station (Market St at 5th St),129,Harrison St at 20th St,3405,2,1988,Male
29 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,1012,2,1986,Male
15 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,5277,3,1994,Male
22 minutes,30,San Francisco Caltrain (Townsend St at 4th St),74,Laguna St at Hayes St,2374,2,1978,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,2790,2,1996,Male
9 minutes,22,Howard St at Beale St,349,Howard St at Mary St,634,2,1991,Female
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,764,3,1983,Male
1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1900,1,1978,Male
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),75,Market St at Franklin St,3400,3,1990,Male
7 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5465,2,1987,Male
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4445,2,1988,Male
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,5422,3,1995,Female
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3594,2,1987,Male
22 minutes,16,Steuart St at Market St,96,Dolores St at 15th St,5193,3,1982,Male
1 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),5476,2,1979,Male
8 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,3115,2,1978,Female
2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,2721,2,1988,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,2474,2,1983,Male
2 minutes,81,Berry St at 4th St,80,Townsend St at 5th St,2634,3,1987,Male
13 minutes,5,Powell St BART Station (Market St at 5th St),126,Esprit Park,5343,2,1983,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,316,2,1992,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4445,1,1987,Male
15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,3402,2,1989,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),2882,2,1978,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,1188,2,1968,Male
20 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,1417,2,1995,Male
7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,563,1,1985,Male
